ID,Roaming,International,Local,Dropped,Paymethod,LocalPlan,RoamingPlan,Sex,Status,Children,Est_Income,Car_Owner,Usage,Age,Overall Satisfaction,Churn
973,11.810000,0.630000,5.730000,0,CC,FreeLocal,Standard,M,M,0,96223.400000,Y,18.180000,64.760000,3,Current
974,3.670000,0.000000,25.490000,1,CC,Budget,Intnl_discount,F,S,0,15989.300000,N,29.170000,61.693333,3,Current
975,14.160000,6.010000,214.730000,0,CC,Budget,Standard,M,M,0,69168.400000,Y,234.910000,62.426667,3,Vol
976,2.000000,0.000000,100.900000,0,CC,Budget,Intnl_discount,M,M,1,92148.500000,Y,113.680000,38.000000,2,Current
977,2.000000,7.660000,40.920000,0,CC,Budget,Standard,M,M,0,96681.000000,Y,73.760000,19.760000,2,Vol
978,2.000000,0.000000,6.810000,0,CC,FreeLocal,Intnl_discount,M,S,0,62705.900000,Y,33.440000,39.000000,2,Current
979,2.000000,0.000000,49.560000,0,Auto,FreeLocal,Standard,M,S,0,80221.200000,N,50.480000,29.026667,2,Current
980,2.000000,0.000000,43.010000,0,CC,FreeLocal,Standard,M,S,0,84479.200000,N,56.230000,28.000000,2,Vol
981,28.110000,0.000000,17.660000,0,CC,FreeLocal,Standard,F,M,2,64977.400000,N,45.770000,38.193333,3,Vol
982,12.400000,0.000000,89.620000,0,CH,FreeLocal,Standard,F,M,0,77994.000000,N,102.020000,50.553333,1,Current
983,12.230000,8.870000,45.340000,0,CC,Budget,Intnl_discount,M,M,2,90103.700000,N,66.450000,34.946667,4,Current
984,12.860000,0.000000,18.730000,0,CC,Budget,Standard,F,M,0,59008.400000,Y,31.590000,30.180000,1,Vol
985,2.330000,5.300000,23.460000,0,Auto,Budget,Intnl_discount,M,M,2,5265.350000,N,31.100000,52.873333,3,Current
986,5.030000,7.680000,76.070000,0,CH,FreeLocal,Intnl_discount,M,S,1,84978.100000,N,88.790000,21.640000,2,Current
987,21.410000,0.000000,85.960000,0,CC,Budget,Intnl_discount,F,M,2,36647.900000,N,107.380000,49.986667,4,Current
988,3.010000,0.000000,37.150000,0,CH,Budget,Intnl_discount,F,S,0,64319.200000,N,40.160000,41.226667,1,Vol
989,20.920000,0.000000,9.010000,0,Auto,Budget,Intnl_discount,F,S,1,73338.000000,N,29.930000,48.246667,2,Current
990,3.300000,0.000000,40.910000,0,CC,FreeLocal,Standard,F,S,0,433.740000,N,44.220000,60.746667,2,Current
991,18.600000,0.000000,8.960000,0,CC,Budget,Standard,F,M,2,16962.200000,N,27.570000,45.360000,2,Current
993,20.830000,4.850000,117.260000,0,CH,Budget,Intnl_discount,M,M,2,10708.300000,N,142.950000,26.026667,1,Vol
996,21.640000,0.000000,87.400000,0,CC,Budget,Standard,F,M,0,2031.610000,N,109.040000,20.300000,1,Current
1000,13.350000,0.000000,8.760000,0,CH,FreeLocal,Standard,F,S,2,16938.500000,N,22.110000,52.000000,3,Current
1003,0.490000,0.000000,15.200000,0,CC,FreeLocal,Standard,F,M,0,55221.000000,N,15.690000,43.000000,1,Current
1004,28.700000,0.000000,60.350000,0,Auto,FreeLocal,Standard,F,M,1,8073.110000,N,89.050000,46.000000,4,Current
1005,24.240000,0.000000,5.210000,0,CH,Budget,Standard,M,M,0,95448.600000,Y,29.460000,53.680000,4,Current
1006,28.820000,0.000000,97.050000,0,CC,FreeLocal,Standard,M,S,1,24141.500000,Y,125.870000,17.006667,1,Current
1007,29.930000,0.000000,40.070000,0,CC,Budget,Intnl_discount,M,S,2,63152.600000,Y,70.010000,63.173333,1,Current
1008,0.000000,0.000000,4.870000,2,CC,Budget,Standard,M,S,1,31952.000000,N,4.870000,34.266667,2,Current
1009,29.110000,0.000000,9.020000,0,CC,Budget,Intnl_discount,M,S,2,72084.700000,N,38.130000,55.640000,2,Vol
1010,13.470000,0.000000,40.230000,0,CC,Budget,Standard,F,S,0,42760.500000,N,53.700000,47.000000,4,Vol
1011,23.500000,0.000000,10.740000,0,Auto,Budget,Intnl_discount,F,S,1,49072.000000,N,34.250000,48.000000,3,Current
1012,16.140000,0.000000,126.550000,0,CC,FreeLocal,Standard,F,M,0,27371.800000,Y,142.700000,52.646667,3,Current
1016,16.020000,0.000000,114.200000,0,CH,Budget,Standard,M,M,1,71472.900000,N,130.220000,41.913333,1,Current
1017,7.740000,0.000000,6.210000,0,CC,Budget,Standard,F,M,0,95405.700000,N,13.960000,48.000000,3,Vol
1018,21.330000,0.000000,87.460000,0,CC,Budget,Standard,F,S,0,95786.800000,Y,108.790000,52.646667,1,Current
1020,0.870000,0.000000,11.520000,0,CC,FreeLocal,Intnl_discount,M,S,0,90321.600000,N,12.390000,55.113333,3,Vol
1021,18.020000,0.000000,136.470000,0,CC,FreeLocal,Standard,M,D,1,90478.600000,N,154.490000,54.553333,4,Current
1022,8.090000,0.000000,13.740000,0,CH,Budget,Standard,F,M,2,56187.000000,N,21.830000,43.000000,3,Current
1023,6.890000,0.000000,6.740000,0,CC,Budget,Standard,M,M,1,28313.100000,N,13.630000,20.893333,2,Current
1025,23.560000,0.000000,206.080000,0,CC,Budget,Intnl_discount,F,S,1,41000.000000,N,229.640000,24.393333,2,Vol
1030,29.780000,0.000000,45.500000,0,CH,FreeLocal,Standard,M,M,2,29616.000000,N,75.290000,49.426667,4,Current
1032,24.810000,0.000000,22.440000,0,CC,FreeLocal,Standard,M,M,0,19732.800000,N,47.250000,50.673333,1,Current
1035,26.130000,0.000000,32.880000,1,CC,Budget,Standard,M,S,2,96.330000,N,59.010000,56.473333,3,Vol
1038,5.030000,0.000000,23.110000,0,CH,Budget,Intnl_discount,F,M,2,52004.800000,N,28.140000,25.140000,2,Current
1041,12.450000,0.000000,46.420000,4,CC,FreeLocal,Standard,M,M,2,53010.800000,N,58.870000,18.840000,4,Current
1042,26.520000,0.000000,32.190000,0,CC,Budget,Intnl_discount,M,M,0,75004.500000,N,58.720000,64.800000,1,Current
1045,20.220000,0.000000,13.940000,0,CC,Budget,Standard,M,M,0,19749.300000,N,34.170000,60.366667,2,Current
1046,9.380000,0.000000,38.960000,0,CC,Budget,Standard,M,S,1,57626.900000,Y,48.350000,43.906667,1,Current
1047,9.650000,0.000000,6.330000,0,CC,Budget,Intnl_discount,M,M,2,20078.000000,N,15.980000,32.846667,1,Vol
1048,17.440000,4.940000,49.920000,1,Auto,FreeLocal,Standard,F,M,2,47902.000000,N,72.310000,26.033333,3,Current
1053,22.390000,0.000000,178.360000,0,CC,Budget,Standard,M,M,1,7545.960000,Y,200.750000,16.753333,2,Current
1059,0.370000,0.000000,28.660000,0,CC,FreeLocal,Standard,F,S,0,78851.300000,N,29.040000,48.373333,3,Current
1060,22.170000,0.570000,13.450000,0,Auto,Budget,Standard,F,S,1,17540.700000,Y,36.200000,62.786667,1,Vol
1061,28.920000,0.000000,45.470000,0,CH,Budget,Standard,F,M,0,83891.900000,Y,74.400000,61.020000,4,Vol
1062,26.490000,0.000000,12.460000,0,CC,FreeLocal,Standard,F,M,2,28220.800000,N,38.950000,38.766667,4,Vol
1064,13.190000,0.000000,87.090000,0,CC,FreeLocal,Standard,F,S,0,28589.100000,N,100.280000,15.600000,1,Current
1066,13.320000,8.050000,56.640000,0,CC,Budget,Standard,F,M,2,5237.630000,N,78.020000,48.753333,3,Current
1069,11.540000,1.610000,22.900000,0,CC,FreeLocal,Standard,M,S,2,89459.900000,N,36.050000,53.280000,2,Vol
1072,14.830000,0.000000,25.660000,0,CC,Budget,Standard,F,S,1,13576.500000,N,40.490000,39.426667,4,Vol
1073,20.950000,0.000000,15.460000,1,CC,FreeLocal,Standard,F,S,0,81710.900000,N,36.420000,58.540000,4,Current
1076,4.790000,0.500000,91.040000,1,CC,Budget,Standard,F,M,2,67388.000000,N,96.330000,53.120000,4,Vol
1077,16.790000,0.000000,81.300000,0,CH,Budget,Standard,F,M,1,57063.000000,Y,98.100000,52.333333,4,Current
1078,3.280000,0.000000,11.740000,1,CC,Budget,Standard,F,M,2,84166.100000,N,15.020000,54.013333,1,Vol
1079,12.530000,0.000000,311.290000,0,CC,Budget,Standard,F,S,0,45612.900000,N,323.820000,14.300000,4,Current
1084,11.050000,0.000000,50.840000,0,CC,FreeLocal,Standard,F,S,1,7737.940000,N,61.900000,42.666667,4,Current
1085,21.370000,0.000000,293.240000,0,CH,Budget,Standard,M,S,2,120000.000000,N,314.620000,42.000000,2,Vol
1086,0.000000,0.000000,2.970000,0,CC,Budget,Standard,F,M,2,45287.600000,Y,2.970000,29.026667,2,Current
1087,12.370000,0.000000,163.410000,0,CC,Budget,Intnl_discount,F,M,2,59613.100000,N,175.780000,34.320000,4,Vol
1089,0.000000,0.000000,1.340000,0,CC,FreeLocal,Intnl_discount,F,S,1,16326.700000,N,1.340000,50.613333,2,Current
1092,18.310000,0.000000,59.590000,0,CC,FreeLocal,Standard,F,S,2,9559.780000,N,77.910000,51.380000,2,Current
1095,20.450000,0.000000,39.330000,0,CH,Budget,Intnl_discount,F,M,2,42031.800000,N,59.780000,50.753333,4,Current
1097,26.910000,0.000000,9.040000,0,Auto,FreeLocal,Intnl_discount,F,M,2,83284.100000,Y,35.960000,28.420000,3,Current
1098,28.820000,4.740000,13.530000,0,CC,Budget,Intnl_discount,M,M,1,39229.100000,N,47.100000,26.260000,4,Current
1099,23.760000,0.000000,50.050000,0,Auto,FreeLocal,Standard,F,D,1,68427.400000,N,73.810000,42.393333,1,Vol
1101,9.570000,4.190000,111.840000,0,Auto,Budget,Intnl_discount,M,S,0,3601.710000,N,125.600000,49.266667,4,Vol
1103,20.970000,8.230000,13.920000,0,CC,FreeLocal,Standard,F,S,0,98716.300000,N,43.130000,55.660000,4,Vol
1104,11.700000,0.000000,47.170000,0,Auto,Budget,Standard,F,S,2,66182.700000,Y,58.870000,62.480000,4,Current
1105,14.220000,8.800000,10.450000,0,CH,FreeLocal,Standard,F,M,2,84789.300000,N,33.470000,50.433333,4,Current
1107,18.850000,0.000000,31.780000,0,Auto,FreeLocal,Intnl_discount,F,M,2,35976.500000,Y,50.630000,48.853333,4,Vol
1108,16.800000,0.000000,56.090000,0,CC,Budget,Intnl_discount,F,M,0,32703.100000,Y,72.890000,64.920000,4,Current
1110,15.590000,0.000000,24.190000,0,CH,FreeLocal,Standard,F,M,2,8204.720000,N,39.790000,52.973333,2,Current
1111,8.210000,9.630000,45.660000,0,CC,FreeLocal,Standard,M,M,1,97180.400000,N,63.510000,50.600000,3,Vol
1112,2.910000,8.950000,17.110000,0,CC,FreeLocal,Standard,F,M,0,80405.100000,N,28.980000,60.226667,4,Current
1113,11.640000,0.000000,74.970000,0,Auto,FreeLocal,Intnl_discount,F,S,2,38280.000000,N,86.610000,33.740000,2,Current
1114,16.210000,1.000000,125.150000,0,CC,FreeLocal,Intnl_discount,M,S,0,64136.600000,Y,142.370000,61.106667,1,Vol
1116,24.700000,0.000000,73.040000,0,CH,FreeLocal,Standard,F,M,2,45429.700000,Y,97.740000,61.713333,2,Vol
1118,9.370000,0.000000,11.930000,0,CC,FreeLocal,Standard,F,S,0,25285.500000,N,21.300000,53.986667,3,Vol
1119,20.530000,0.000000,41.890000,1,CC,Budget,Intnl_discount,F,M,2,77551.100000,Y,62.420000,33.600000,3,Vol
1120,22.860000,8.320000,16.480000,0,CC,FreeLocal,Standard,F,M,0,38538.400000,N,47.660000,12.326667,1,Vol
1127,2.150000,6.120000,85.290000,0,CC,FreeLocal,Standard,M,M,0,92881.800000,N,93.570000,21.380000,2,Current
1128,29.440000,9.420000,104.640000,0,CC,Budget,Standard,M,S,2,43634.500000,N,143.500000,21.780000,2,Vol
1132,22.380000,0.000000,40.480000,0,Auto,Budget,Standard,F,S,1,13109.100000,N,62.870000,62.606667,1,Current
1133,16.040000,5.740000,10.340000,0,CC,Budget,Standard,M,S,1,92647.500000,N,32.130000,56.046667,2,Current
1134,2.000000,0.000000,11.190000,0,CC,Budget,Standard,M,S,2,21021.600000,Y,14.950000,62.753333,2,Current
1135,25.530000,0.990000,179.930000,0,CC,FreeLocal,Standard,M,S,0,74460.700000,Y,206.460000,55.340000,2,Vol
1138,27.970000,0.000000,58.090000,0,Auto,Budget,Standard,F,S,2,28787.400000,N,86.060000,41.666667,1,Vol
1141,22.790000,0.000000,20.260000,0,CC,Budget,Intnl_discount,M,M,1,13091.600000,N,43.060000,59.126667,4,Current
1144,29.860000,0.000000,52.220000,0,Auto,FreeLocal,Standard,F,M,2,62061.800000,Y,82.080000,45.920000,1,Vol
1145,27.720000,0.860000,57.060000,0,CC,Budget,Standard,F,M,1,20550.900000,Y,85.640000,22.120000,1,Vol
1148,3.040000,0.000000,44.950000,0,CC,FreeLocal,Standard,M,M,2,1765.410000,N,47.990000,18.766667,4,Current
1151,22.150000,0.000000,34.910000,0,Auto,Budget,Standard,F,S,2,19131.100000,N,57.070000,56.186667,2,Current
1157,20.590000,1.970000,112.400000,0,Auto,Budget,Intnl_discount,M,M,2,42750.300000,Y,134.970000,50.493333,2,Current
1159,0.000000,0.000000,0.790000,0,Auto,Budget,Intnl_discount,F,S,2,2842.550000,N,0.790000,45.920000,4,Current
1160,15.540000,1.520000,12.190000,0,CC,Budget,Standard,M,M,2,22358.100000,N,29.250000,52.626667,3,Current
1162,2.000000,1.170000,12.480000,0,CC,FreeLocal,Standard,M,M,0,47870.800000,Y,13.820000,27.260000,2,Current
1163,22.660000,0.000000,27.200000,0,CH,Budget,Standard,F,S,2,6440.460000,Y,49.860000,43.000000,2,Vol
1164,28.520000,0.000000,161.540000,0,CC,FreeLocal,Intnl_discount,F,S,0,7325.500000,N,190.060000,36.920000,3,Vol
1166,6.110000,0.000000,58.080000,0,CC,Budget,Standard,M,M,2,28766.900000,N,64.200000,46.840000,1,Current
1171,7.450000,0.000000,196.220000,0,CC,Budget,Standard,M,S,0,72928.200000,N,203.670000,38.733333,2,Current
1172,26.990000,0.000000,13.010000,0,CC,FreeLocal,Standard,M,M,2,91272.200000,Y,40.000000,25.033333,1,Vol
1178,11.630000,9.700000,115.660000,1,Auto,FreeLocal,Intnl_discount,M,S,0,65000.000000,Y,137.000000,52.266667,1,Vol
1182,11.550000,0.000000,15.170000,0,CC,Budget,Standard,M,M,2,1406.050000,Y,26.720000,19.306667,1,Current
1184,22.470000,0.000000,28.110000,0,Auto,Budget,Standard,F,S,0,73228.300000,N,50.580000,46.000000,3,Current
1185,2.010000,0.000000,150.750000,0,Auto,FreeLocal,Standard,F,S,2,76231.900000,N,152.760000,63.806667,3,Vol
1190,13.050000,1.510000,36.840000,0,CH,FreeLocal,Standard,M,M,1,64792.300000,N,51.410000,52.146667,1,Vol
1193,29.920000,0.000000,8.790000,0,CH,Budget,Intnl_discount,F,S,0,93322.100000,Y,38.720000,40.313333,1,Vol
1198,0.680000,3.350000,10.940000,0,CC,Budget,Intnl_discount,M,M,1,63437.300000,N,14.980000,63.653333,4,Vol
1202,27.420000,0.000000,23.720000,0,CC,Budget,Standard,M,M,2,49910.700000,Y,51.140000,51.520000,4,Current
1204,11.960000,0.000000,25.580000,0,CC,FreeLocal,Standard,M,M,1,76161.400000,Y,37.550000,44.573333,3,Current
1205,16.010000,0.000000,10.350000,0,CC,FreeLocal,Intnl_discount,F,M,2,55860.000000,Y,26.370000,14.573333,1,Current
1206,23.230000,0.000000,80.640000,0,Auto,Budget,Standard,F,S,1,12686.000000,N,103.880000,64.800000,4,Vol
1214,10.360000,0.000000,57.250000,0,CC,FreeLocal,Standard,M,M,2,57360.800000,Y,67.610000,53.253333,1,Current
1215,29.430000,0.000000,10.620000,0,CC,FreeLocal,Standard,M,M,0,92414.700000,Y,40.060000,45.513333,1,Vol
1216,9.840000,0.000000,62.440000,1,CH,FreeLocal,Standard,M,M,0,60102.700000,N,72.290000,42.140000,3,Current
1218,29.410000,0.000000,332.460000,0,CC,Budget,Standard,F,M,2,17888.700000,N,361.880000,52.646667,2,Vol
1219,11.720000,0.000000,28.860000,0,CC,FreeLocal,Intnl_discount,F,S,1,12526.300000,N,40.590000,53.553333,3,Vol
1222,11.910000,0.000000,95.100000,0,Auto,Budget,Standard,F,S,2,14578.800000,Y,107.020000,60.933333,1,Current
1225,21.810000,0.000000,29.280000,1,CC,FreeLocal,Standard,M,M,0,78572.200000,Y,51.090000,42.346667,1,Current
1226,9.750000,0.000000,47.910000,0,CC,Budget,Intnl_discount,M,M,1,3933.740000,N,57.670000,17.860000,2,Current
1227,23.280000,0.000000,168.030000,0,CC,FreeLocal,Standard,F,M,2,48238.800000,N,191.320000,34.706667,1,Current
1229,27.990000,5.320000,16.270000,0,CH,FreeLocal,Standard,F,M,0,28770.900000,N,49.600000,12.340000,3,Current
1230,0.290000,0.000000,22.150000,0,CC,Budget,Standard,F,M,2,87578.200000,Y,22.440000,53.366667,4,Vol
1231,25.940000,0.000000,32.090000,0,CC,FreeLocal,Standard,F,M,2,86695.400000,N,58.030000,13.906667,1,Current
1233,20.710000,0.000000,23.000000,0,CC,Budget,Intnl_discount,F,S,2,76791.200000,N,43.710000,43.000000,3,Vol
1237,21.320000,0.000000,35.850000,0,CC,Budget,Standard,F,S,1,30763.800000,Y,57.170000,14.193333,3,Vol
1238,4.190000,0.000000,114.620000,1,CH,Budget,Standard,F,M,2,3193.600000,N,118.820000,54.046667,3,Vol
1239,7.670000,0.000000,32.120000,0,CC,FreeLocal,Intnl_discount,M,M,1,69680.900000,N,39.800000,15.846667,2,Current
1242,29.640000,0.000000,90.180000,4,Auto,FreeLocal,Intnl_discount,F,M,0,77000.000000,N,119.820000,63.353333,4,Current
1243,24.070000,6.980000,27.750000,0,Auto,Budget,Standard,M,D,0,2056.060000,Y,58.800000,18.940000,3,Current
1244,25.870000,0.000000,68.330000,0,CC,FreeLocal,Standard,F,M,2,7776.600000,N,94.200000,35.706667,1,Vol
1245,15.250000,0.000000,70.650000,0,CC,Budget,Intnl_discount,M,M,1,2067.820000,N,85.900000,47.853333,4,Current
1246,4.580000,7.660000,8.490000,0,CC,Budget,Standard,M,S,0,78000.000000,N,20.740000,46.000000,4,Current
1248,6.360000,0.000000,15.540000,0,CC,FreeLocal,Standard,F,M,2,69343.300000,N,21.910000,42.166667,1,Current
1249,0.570000,0.000000,23.890000,2,Auto,Budget,Standard,F,M,0,83287.000000,N,24.460000,42.000000,3,Current
1252,4.910000,0.000000,6.500000,0,CC,Budget,Intnl_discount,F,M,0,14932.500000,N,11.420000,70.000000,3,Current
1253,2.200000,0.000000,9.880000,0,CC,Budget,Intnl_discount,F,S,0,27498.100000,N,12.080000,70.000000,2,Current
1255,26.390000,0.000000,103.120000,0,CC,FreeLocal,Standard,F,M,2,21419.900000,N,129.510000,59.833333,4,Vol
1256,5.830000,8.320000,63.280000,0,Auto,FreeLocal,Standard,F,M,2,30665.200000,Y,77.440000,22.880000,3,Current
1257,6.080000,0.000000,30.950000,0,Auto,FreeLocal,Intnl_discount,F,M,1,68000.000000,Y,37.040000,44.000000,1,Current
1258,16.600000,0.000000,113.310000,1,CH,Budget,Standard,F,M,2,50561.300000,N,129.910000,62.000000,3,Current
1260,22.430000,0.000000,41.710000,0,CC,Budget,Intnl_discount,F,S,2,23464.000000,Y,64.140000,55.000000,3,Vol
1261,28.260000,0.000000,38.950000,0,CC,FreeLocal,Standard,F,M,2,194.570000,N,67.210000,41.000000,4,Vol
1262,17.580000,0.000000,8.850000,0,CH,FreeLocal,Intnl_discount,F,M,1,98680.400000,Y,26.440000,62.000000,1,Current
1263,13.560000,0.000000,144.660000,0,CC,Budget,Standard,M,M,0,65619.700000,Y,158.220000,46.000000,3,Vol
1264,10.910000,0.000000,93.610000,0,CC,Budget,Standard,F,M,1,95620.300000,Y,104.530000,41.000000,3,Vol
1265,22.480000,0.000000,151.610000,0,Auto,FreeLocal,Intnl_discount,F,D,1,85275.000000,N,174.090000,70.000000,3,Vol
1266,15.700000,0.000000,8.970000,0,CC,FreeLocal,Intnl_discount,F,M,1,66921.400000,Y,24.670000,61.000000,3,Vol
1267,13.720000,0.000000,11.650000,0,Auto,FreeLocal,Standard,F,M,1,98453.600000,Y,25.380000,55.000000,2,Vol
1268,25.000000,0.000000,10.620000,0,CC,FreeLocal,Intnl_discount,F,M,2,94026.800000,Y,35.630000,27.746667,3,Current
1270,25.180000,0.000000,252.530000,1,Auto,Budget,Standard,F,S,2,57420.000000,Y,277.720000,42.000000,3,Current
1271,3.930000,3.730000,26.690000,1,CC,FreeLocal,Standard,M,M,0,80000.000000,N,34.350000,56.193333,1,Current
1273,17.480000,0.000000,39.620000,0,CC,Budget,Intnl_discount,M,M,2,47639.100000,N,57.110000,61.000000,4,Current
1274,0.000000,0.000000,1.160000,0,CH,FreeLocal,Intnl_discount,F,M,2,63234.500000,Y,1.160000,52.360000,4,Current
1275,18.960000,4.620000,26.010000,0,CC,Budget,Standard,F,S,2,46945.000000,N,49.600000,65.000000,2,Current
1276,5.720000,8.480000,25.140000,0,CC,Budget,Intnl_discount,M,M,0,3911.900000,N,39.360000,59.000000,1,Current
1277,26.570000,0.000000,25.260000,0,CC,FreeLocal,Standard,F,M,0,71816.100000,Y,51.830000,60.000000,4,Vol
1278,0.080000,0.000000,10.390000,0,CC,FreeLocal,Standard,F,M,2,18296.400000,Y,10.470000,42.626667,1,Vol
1279,22.870000,0.280000,103.520000,1,CC,FreeLocal,Standard,F,S,0,39461.000000,N,126.680000,22.226667,2,Current
1280,0.000000,0.000000,0.680000,0,CC,FreeLocal,Standard,F,M,1,71502.500000,N,0.680000,57.000000,2,Vol
1281,22.820000,0.000000,63.290000,0,Auto,FreeLocal,Standard,F,S,1,66000.000000,N,86.120000,52.000000,4,Current
1282,0.000000,0.000000,2.830000,0,CC,FreeLocal,Standard,F,M,1,95011.500000,N,2.830000,52.000000,2,Current
1283,4.980000,7.690000,258.290000,0,CC,Budget,Intnl_discount,M,M,1,47371.000000,Y,270.970000,54.960000,2,Current
1284,25.790000,0.000000,125.520000,2,CH,FreeLocal,Standard,F,M,2,52957.000000,Y,151.320000,39.746667,4,Current
1285,20.150000,0.000000,37.240000,0,Auto,Budget,Standard,F,S,2,86747.100000,N,57.400000,64.853333,3,Current
1286,19.350000,0.000000,105.330000,0,CH,Budget,Intnl_discount,F,M,0,57942.400000,N,124.690000,50.313333,3,Current
1287,21.630000,0.000000,139.200000,0,Auto,Budget,Standard,F,M,1,87404.600000,N,160.840000,63.186667,4,Current
1288,6.260000,4.920000,153.360000,0,CC,FreeLocal,Intnl_discount,M,S,2,20919.000000,N,164.540000,55.000000,1,Current
1289,19.280000,2.020000,14.380000,1,Auto,Budget,Intnl_discount,F,M,2,85394.000000,Y,35.690000,20.160000,4,Current
1290,2.020000,0.000000,36.780000,1,CC,FreeLocal,Standard,F,S,0,2121.360000,N,38.800000,39.786667,1,Current
1291,7.940000,0.000000,65.090000,0,CH,Budget,Intnl_discount,F,M,2,63566.100000,Y,73.030000,56.300000,3,Current
1292,10.810000,0.000000,13.050000,0,CC,FreeLocal,Standard,F,M,0,52089.600000,N,23.870000,48.000000,2,Vol
1293,7.370000,0.000000,123.880000,0,CC,FreeLocal,Standard,F,S,1,58328.800000,N,131.250000,65.000000,3,Current
1294,14.940000,1.960000,149.260000,0,CC,FreeLocal,Intnl_discount,F,S,0,89813.600000,N,166.180000,12.846667,4,Vol
1295,19.880000,9.570000,19.200000,0,CH,Budget,Standard,F,M,2,25738.400000,N,48.670000,50.080000,2,Vol
1296,21.970000,0.000000,19.880000,0,CC,FreeLocal,Intnl_discount,F,M,2,82644.200000,Y,41.850000,33.493333,2,Current
1297,4.970000,6.530000,18.070000,0,CC,FreeLocal,Standard,F,S,1,27783.600000,N,29.580000,14.040000,2,Current
1298,1.460000,0.000000,43.970000,0,CC,Budget,Standard,F,S,1,86252.800000,Y,45.440000,59.000000,4,Current
1299,11.550000,0.000000,48.180000,0,CC,Budget,Intnl_discount,F,M,1,38738.300000,N,59.730000,60.000000,1,Current
1300,11.700000,0.000000,28.700000,0,Auto,Budget,Intnl_discount,F,M,2,60485.500000,N,40.410000,41.666667,4,Vol
1301,17.370000,6.210000,51.170000,0,CC,FreeLocal,Standard,F,M,1,56722.800000,N,74.770000,60.593333,4,Vol
1302,0.370000,0.000000,28.660000,0,CC,FreeLocal,Standard,F,M,0,55000.000000,N,29.040000,48.373333,4,Vol
1303,0.000000,0.000000,2.890000,0,CH,FreeLocal,Intnl_discount,F,M,2,809.430000,Y,2.890000,31.913333,1,Current
1304,18.460000,5.360000,20.050000,0,CC,Budget,Standard,M,S,1,76529.800000,N,43.890000,58.280000,2,Current
1305,29.180000,0.000000,116.570000,3,CH,Budget,Standard,F,M,2,34577.700000,N,145.750000,63.253333,2,Current
1306,28.920000,0.000000,45.470000,0,CH,Budget,Standard,M,M,0,23000.000000,Y,74.400000,61.020000,4,Vol
1307,27.560000,0.000000,45.460000,0,Auto,Budget,Standard,F,M,0,77000.000000,N,73.020000,55.000000,1,Current
1308,10.540000,0.000000,137.190000,0,CC,FreeLocal,Standard,F,S,2,19008.400000,Y,147.740000,52.166667,1,Vol
1309,23.700000,0.000000,126.960000,0,Auto,FreeLocal,Standard,F,M,0,98056.300000,N,150.670000,55.966667,3,Current
1310,0.000000,0.000000,2.210000,0,CH,Budget,Standard,M,M,0,73400.000000,Y,2.210000,53.213333,1,Vol
1311,12.560000,0.000000,83.480000,0,CH,FreeLocal,Standard,F,M,0,53432.200000,Y,96.040000,57.000000,1,Current
1312,2.000000,1.410000,43.230000,0,CH,Budget,Intnl_discount,M,M,0,78894.200000,N,46.650000,52.740000,3,Current
1313,20.410000,8.890000,80.470000,0,CH,Budget,Intnl_discount,M,S,1,16432.100000,Y,109.780000,20.920000,3,Vol
1314,8.320000,4.280000,55.480000,0,CH,Budget,Intnl_discount,M,M,0,62797.900000,N,68.090000,54.446667,3,Current
1315,14.270000,3.550000,45.920000,0,CC,Budget,Standard,M,S,1,71329.900000,Y,63.750000,42.233333,1,Current
1316,21.520000,0.000000,25.350000,0,CC,Budget,Standard,F,S,0,91498.900000,N,46.880000,52.000000,2,Vol
1317,9.570000,4.190000,111.840000,0,Auto,Budget,Intnl_discount,M,S,0,3601.710000,N,125.600000,49.266667,4,Vol
1318,19.770000,0.000000,105.280000,0,CH,Budget,Standard,F,S,1,33084.300000,Y,125.050000,50.313333,1,Current
1319,22.990000,7.160000,65.770000,0,CC,FreeLocal,Standard,F,S,0,20913.600000,N,95.930000,53.013333,1,Current
1320,21.990000,8.290000,52.400000,0,Auto,FreeLocal,Standard,M,M,0,62724.500000,Y,82.690000,55.000000,4,Current
1321,29.940000,0.000000,48.600000,0,CC,FreeLocal,Standard,F,S,1,49553.900000,Y,78.540000,48.000000,1,Vol
1322,12.340000,0.000000,7.750000,0,Auto,Budget,Intnl_discount,F,S,1,540.400000,Y,20.100000,39.213333,4,Vol
1323,27.050000,1.980000,78.370000,1,CC,FreeLocal,Standard,F,M,0,57255.400000,N,107.410000,27.000000,1,Current
1324,7.990000,7.340000,87.880000,0,CH,FreeLocal,Standard,F,S,1,71941.500000,Y,103.210000,45.000000,3,Current
1325,5.970000,8.210000,27.120000,1,CH,FreeLocal,Standard,F,S,2,72583.000000,Y,41.300000,22.000000,2,Current
1326,27.830000,5.190000,48.690000,0,CC,FreeLocal,Intnl_discount,M,M,2,67339.800000,N,81.720000,17.006667,3,Current
1327,29.300000,0.000000,114.620000,1,CC,FreeLocal,Standard,F,M,1,88759.500000,N,143.930000,60.000000,2,Current
1328,22.240000,7.020000,64.800000,0,CC,FreeLocal,Intnl_discount,M,M,1,75799.900000,N,94.060000,46.380000,2,Current
1329,14.390000,0.000000,8.030000,0,CC,Budget,Standard,F,S,2,15688.500000,N,22.420000,53.060000,1,Current
1330,29.670000,8.760000,99.940000,0,CH,FreeLocal,Standard,F,S,0,43382.300000,N,138.370000,16.073333,4,Vol
